Related article title	Journal	DOI	Data Descriptor title	Data Descriptor DOI	Data Descriptor year	Data Descriptor month
Influence of a western boundary current on shelf dynamics and upwelling from repeat glider deployments	Geophysical Research Letters	10.1002/2014GL062260	Mean hydrography on the continental shelf from 26 repeat glider deployments along Southeastern Australia	10.1038/sdata.2016.70	2016	8
Cyclonic entrainment of preconditioned shelf waters into a frontal eddy	Journal of Geophysical Research: Oceans	10.1002/2014JC010301	Mean hydrography on the continental shelf from 26 repeat glider deployments along Southeastern Australia	10.1038/sdata.2016.70	2016	8
The southward transport of sub-mesoscale lenses of Bass Strait Water in the centre of anti-cyclonic mesoscale eddies	Geophysical Research Letters	10.1029/2011GL050643	Mean hydrography on the continental shelf from 26 repeat glider deployments along Southeastern Australia	10.1038/sdata.2016.70	2016	8
The effect of surface flooding on the physical–biogeochemical dynamics of a warm-core eddy off southeast Australia	Deep Sea Research Part II: Topical Studies in Oceanography	10.1016/j.dsr2.2010.10.002	Mean hydrography on the continental shelf from 26 repeat glider deployments along Southeastern Australia	10.1038/sdata.2016.70	2016	8
Conservation Efforts May Increase Malaria Burden in the Brazilian Amazon	PLoS ONE	10.1371/journal.pone.0057519	A social-ecological database to advance research on infrastructure development impacts in the Brazilian Amazon	10.1038/sdata.2016.71	2016	8
Large-scale drivers of malaria and priority areas for prevention and control in the Brazilian Amazon region using a novel multi-pathogen geospatial model	Malaria Journal	10.1186/1475-2875-13-443	A social-ecological database to advance research on infrastructure development impacts in the Brazilian Amazon	10.1038/sdata.2016.71	2016	8
Kurtosis fractional anisotropy, its contrast and estimation by proxy	Scientific Reports	10.1038/srep23999	Data for evaluation of fast kurtosis strategies, b-value optimization and exploration of diffusion MRI contrast	10.1038/sdata.2016.72	2016	8
Reassessing ecdysteroidogenic cells from the cell membrane receptors’ perspective	Scientific Reports	10.1038/srep20229	Combinatory annotation of cell membrane receptors and signalling pathways of Bombyx mori prothoracic glands	10.1038/sdata.2016.73	2016	8
Molecular and phenotypic distinction of the very recently evolved insular subspecies Mus musculus helgolandicus ZIMMERMANN, 1953	BMC Evolutionary Biology	10.1186/s12862-015-0439-5	Genomic resources for wild populations of the house mouse, Mus musculus and its close relative Mus spretus	10.1038/sdata.2016.75	2016	9
Divergence patterns of genic copy number variation in natural populations of the house mouse (Mus musculus domesticus) reveal three conserved genes with major population-specific expansions	Genome Research	10.1101/gr.187187.114	Genomic resources for wild populations of the house mouse, Mus musculus and its close relative Mus spretus	10.1038/sdata.2016.75	2016	9
Evidence for Pervasive Adaptive Protein Evolution in Wild Mice	PLoS Genetics	10.1371/journal.pgen.1000825	Genomic resources for wild populations of the house mouse, Mus musculus and its close relative Mus spretus	10.1038/sdata.2016.75	2016	9
Global Genomic Diversity ofOryza sativaVarieties Revealed by Comparative Physical Mapping	Genetics	10.1534/genetics.113.159970	Building two indica rice reference genomes with PacBio long-read and Illumina paired-end sequencing data	10.1038/sdata.2016.76	2016	9
Extensive sequence divergence between the reference genomes of two eliteindicarice varieties Zhenshan 97 and Minghui 63	Proceedings of the National Academy of Sciences	10.1073/pnas.1611012113	Building two indica rice reference genomes with PacBio long-read and Illumina paired-end sequencing data	10.1038/sdata.2016.76	2016	9
Epigenomic Reprogramming of Adult Cardiomyocyte-Derived Cardiac Progenitor Cells	Scientific Reports	10.1038/srep17686	Single-cell transcriptome and epigenomic reprogramming of cardiomyocyte-derived cardiac progenitor cells	10.1038/sdata.2016.79	2016	9
Redeployment of Myc and E2f1–3 drives Rb-deficient cell cycles	Nature Cell Biology	10.1038/ncb3210	Transcriptome regulation and chromatin occupancy by E2F3 and MYC in mice	10.1038/sdata.2016.8	2016	2
Commentary: The Materials Project: A materials genome approach to accelerating materials innovation	APL Materials	10.1063/1.4812323	Surface energies of elemental crystals	10.1038/sdata.2016.80	2016	9
Impact of library preparation protocols and template quantity on the metagenomic reconstruction of a mock microbial community	BMC Genomics	10.1186/s12864-015-2063-6	Next generation sequencing data of a defined microbial mock community	10.1038/sdata.2016.81	2016	9
High-resolution phylogenetic microbial community profiling	The ISME Journal	10.1038/ismej.2015.249	Next generation sequencing data of a defined microbial mock community	10.1038/sdata.2016.81	2016	9
MeCorS: Metagenome-enabled error correction of single cell sequencing reads	Bioinformatics	10.1093/bioinformatics/btw144	Next generation sequencing data of a defined microbial mock community	10.1038/sdata.2016.81	2016	9
The pipeline project: Pre-publication independent replications of a single laboratory's research pipeline	Journal of Experimental Social Psychology	10.1016/j.jesp.2015.10.001	Data from a pre-publication independent replication initiative examining ten moral judgement effects	10.1038/sdata.2016.82	2016	10
The genome sequence of the orchid Phalaenopsis equestris	Nature Genetics	10.1038/ng.3149	De novo transcriptome assembly databases for the butterfly orchid Phalaenopsis equestris	10.1038/sdata.2016.83	2016	9
Molecular Design toward Highly Efficient Photovoltaic Polymers Based on Two-Dimensional Conjugated Benzodithiophene	Accounts of Chemical Research	10.1021/ar5000743	The Harvard organic photovoltaic dataset	10.1038/sdata.2016.86	2016	9
Climate Change and Latitudinal Patterns of Intertidal Thermal Stress	Science	10.1126/science.1076814	Long-term, high frequency in situ measurements of intertidal mussel bed temperatures using biomimetic sensors	10.1038/sdata.2016.87	2016	10
Variation in the sensitivity of organismal body temperature to climate change over local and geographic scales	Proceedings of the National Academy of Sciences	10.1073/pnas.0510992103	Long-term, high frequency in situ measurements of intertidal mussel bed temperatures using biomimetic sensors	10.1038/sdata.2016.87	2016	10
Spatial patterns of growth in the mussel, Mytilus californianus, across a major oceanographic and biogeographic boundary at Point Conception, California, USA	Journal of Experimental Marine Biology and Ecology	10.1016/j.jembe.2006.09.022	Long-term, high frequency in situ measurements of intertidal mussel bed temperatures using biomimetic sensors	10.1038/sdata.2016.87	2016	10
Interacting environmental mosaics drive geographic variation in mussel performance and predation vulnerability	Ecology Letters	10.1111/ele.12613	Long-term, high frequency in situ measurements of intertidal mussel bed temperatures using biomimetic sensors	10.1038/sdata.2016.87	2016	10
Elevated CO2 further lengthens growing season under warming conditions	Nature	10.1038/nature13207	Five years of phenology observations from a mixed-grass prairie exposed to warming and elevated CO2	10.1038/sdata.2016.88	2016	10
Genetic variation in PCDH11X is associated with susceptibility to late-onset Alzheimer's disease	Nature Genetics	10.1038/ng.305	Human whole genome genotype and transcriptome data for Alzheimer’s and other neurodegenerative diseases	10.1038/sdata.2016.89	2016	10
Brain Expression Genome-Wide Association Study (eGWAS) Identifies Human Disease-Associated Variants	PLoS Genetics	10.1371/journal.pgen.1002707	Human whole genome genotype and transcriptome data for Alzheimer’s and other neurodegenerative diseases	10.1038/sdata.2016.89	2016	10
Gene expression, methylation and neuropathology correlations at progressive supranuclear palsy risk loci	Acta Neuropathologica	10.1007/s00401-016-1576-7	Human whole genome genotype and transcriptome data for Alzheimer’s and other neurodegenerative diseases	10.1038/sdata.2016.89	2016	10
Late-onset Alzheimer disease risk variants mark brain regulatory loci	Neurology Genetics	10.â1212/âNXG.â0000000000000012	Human whole genome genotype and transcriptome data for Alzheimer’s and other neurodegenerative diseases	10.1038/sdata.2016.89	2016	10
Going clean: structure and dynamics of peptides in the gas phase and paths to solvation	Journal of Physics: Condensed Matter	10.1088/0953-8984/27/49/493002	First-principles data set of 45,892 isolated and cation-coordinated conformers of 20 proteinogenic amino acids	10.1038/sdata.2016.9	2016	2
First-Principles Molecular Structure Search with a Genetic Algorithm	Journal of Chemical Information and Modeling	10.1021/acs.jcim.5b00243	First-principles data set of 45,892 isolated and cation-coordinated conformers of 20 proteinogenic amino acids	10.1038/sdata.2016.9	2016	2
DNA methylation changes in plasticity genes accompany the formation and maintenance of memory	Nature Neuroscience	10.1038/nn.4194	Genome-wide chromatin and gene expression profiling during memory formation and maintenance in adult mice	10.1038/sdata.2016.90	2016	10
Agricultural livelihoods in coastal Bangladesh under climate and environmental change – a model framework	Environmental Science: Processes & Impacts	10.1039/c4em00600c	Spatial and temporal dynamics of multidimensional well-being, livelihoods and ecosystem services in coastal Bangladesh	10.1038/sdata.2016.94	2016	11
Prediction of Synergism from Chemical-Genetic Interactions by Machine Learning	Cell Systems	10.1016/j.cels.2015.12.003	Systematic chemical-genetic and chemical-chemical interaction datasets for prediction of compound synergism	10.1038/sdata.2016.95	2016	11
An Environment-Wide Association Study (EWAS) on Type 2 Diabetes Mellitus	PLoS ONE	10.1371/journal.pone.0010746	A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey	10.1038/sdata.2016.96	2016	10
Systematic identification of interaction effects between genome- and environment-wide associations in type 2 diabetes mellitus	Human Genetics	10.1007/s00439-012-1258-z	A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey	10.1038/sdata.2016.96	2016	10
Investigation of maternal environmental exposures in association with self-reported preterm birth	Reproductive Toxicology	10.1016/j.reprotox.2013.12.005	A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey	10.1038/sdata.2016.96	2016	10
Systematic evaluation of environmental factors: persistent pollutants and nutrients correlated with serum lipid levels	International Journal of Epidemiology	10.1093/ije/dys003	A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey	10.1038/sdata.2016.96	2016	10
A Nutrient-Wide Association Study on Blood Pressure	Circulation	10.1161/CIRCULATIONAHA.112.114058	A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey	10.1038/sdata.2016.96	2016	10
Systematic evaluation of environmental and behavioural factors associated with all-cause mortality in the United States National Health and Nutrition Examination Survey	International Journal of Epidemiology	10.1093/ije/dyt208	A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey	10.1038/sdata.2016.96	2016	10
Systematic correlation of environmental exposure and physiological and self-reported behaviour factors with leukocyte telomere length	International Journal of Epidemiology	10.1093/ije/dyw043	A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey	10.1038/sdata.2016.96	2016	10
Systematic Assessment of the Correlations of Household Income With Infectious, Biochemical, Physiological, and Environmental Factors in the United States, 1999–2006	American Journal of Epidemiology	10.1093/aje/kwu277	A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey	10.1038/sdata.2016.96	2016	10
A genome-wide signature of positive selection in ancient and recent invasive expansions of the honey bee Apis mellifera	Proceedings of the National Academy of Sciences	10.1073/pnas.0800107105	A variant reference data set for the Africanized honeybee, Apis mellifera	10.1038/sdata.2016.97	2016	11
Moralistic gods, supernatural punishment and the expansion of human sociality	Nature	10.1038/nature16980	Cross-cultural dataset for the evolution of religion and morality project	10.1038/sdata.2016.99	2016	11
A user-friendly database of coastal flooding in the United Kingdom from 1915–2014	Scientific Data	10.1038/sdata.2015.21	An improved database of coastal flooding in the United Kingdom from 1915 to 2016	10.1038/sdata.2017.100	2017	8
Recent trends in chloride and sodium concentrations in the deep subalpine lakes (Northern Italy)	Environmental Science and Pollution Research	10.1007/s11356-015-5090-6	Long-term chloride concentrations in North American and European freshwater lakes	10.1038/sdata.2017.101	2017	8
Salting our freshwater lakes	Proceedings of the National Academy of Sciences	10.1073/pnas.1620211114	Long-term chloride concentrations in North American and European freshwater lakes	10.1038/sdata.2017.101	2017	8
A global assessment of precipitation chemistry and deposition of sulfur, nitrogen, sea salt, base cations, organic acids, acidity and pH, and phosphorus	Atmospheric Environment	10.1016/j.atmosenv.2013.10.060	Long-term chloride concentrations in North American and European freshwater lakes	10.1038/sdata.2017.101	2017	8
Coding Early Naturalists' Accounts into Long-Term Fish Community Changes in the Adriatic Sea (1800–2000)	PLoS ONE	10.1371/journal.pone.0015502	Fish and fishery historical data since the 19th century in the Adriatic Sea, Mediterranean	10.1038/sdata.2017.104	2017	9
Common, rare or extirpated? Shifting baselines for common angelshark, Squatina squatina (Elasmobranchii: Squatinidae), in the Northern Adriatic Sea (Mediterranean Sea)	Hydrobiologia	10.1007/s10750-016-2671-4	Fish and fishery historical data since the 19th century in the Adriatic Sea, Mediterranean	10.1038/sdata.2017.104	2017	9
Long-term change in a meso-predator community in response to prolonged and heterogeneous human impact	Scientific Reports	10.1038/srep01057	Fish and fishery historical data since the 19th century in the Adriatic Sea, Mediterranean	10.1038/sdata.2017.104	2017	9
Climate impact on Italian fisheries (Mediterranean Sea)	Regional Environmental Change	10.1007/s10113-015-0781-6	Fish and fishery historical data since the 19th century in the Adriatic Sea, Mediterranean	10.1038/sdata.2017.104	2017	9
Ecological stages of the Venice Lagoon analysed using landing time series data	Journal of Marine Systems	10.1016/j.jmarsys.2004.05.020	Fish and fishery historical data since the 19th century in the Adriatic Sea, Mediterranean	10.1038/sdata.2017.104	2017	9
A promoter-level mammalian expression atlas	Nature	10.1038/nature13182	FANTOM5 CAGE profiles of human and mouse reprocessed for GRCh38 and GRCm38 genome assemblies	10.1038/sdata.2017.107	2017	8
Sparse whole-genome sequencing identifies two loci for major depressive disorder	Nature	10.1038/nature14659	11,670 whole-genome sequences representative of the Han Chinese population from the CONVERGE project	10.1038/sdata.2017.11	2017	2
Genetic Control over mtDNA and Its Relationship to Major Depressive Disorder	Current Biology	10.1016/j.cub.2015.10.065	11,670 whole-genome sequences representative of the Han Chinese population from the CONVERGE project	10.1038/sdata.2017.11	2017	2
Molecular Signatures of Major Depression	Current Biology	10.1016/j.cub.2015.03.008	11,670 whole-genome sequences representative of the Han Chinese population from the CONVERGE project	10.1038/sdata.2017.11	2017	2
Dissecting Driver Behaviors Under Cognitive, Emotional, Sensorimotor, and Mixed Stressors	Scientific Reports	10.1038/srep25651	A multimodal dataset for various forms of distracted driving	10.1038/sdata.2017.110	2017	8
Perinasal Imaging of Physiological Stress and Its Affective Potential	IEEE Transactions on Affective Computing	10.1109/T-AFFC.2012.13	A multimodal dataset for various forms of distracted driving	10.1038/sdata.2017.110	2017	8
Non-contact, automated cardiac pulse measurements using video imaging and blind source separation	Optics Express	10.1364/OE.18.010762	A multimodal dataset for various forms of distracted driving	10.1038/sdata.2017.110	2017	8
Contact-Free Measurement of Cardiac Pulse Based on the Analysis of Thermal Imagery	IEEE Transactions on Biomedical Engineering	10.1109/TBME.2007.891930	A multimodal dataset for various forms of distracted driving	10.1038/sdata.2017.110	2017	8
Genome-wide expression differences in anti-Vegf and dexamethasone treatment of inflammatory angiogenesis in the rat cornea	Scientific Reports	10.1038/s41598-017-07129-4	Genome-wide expression datasets of anti-VEGF and dexamethasone treatment of angiogenesis in the rat cornea	10.1038/sdata.2017.111	2017	8
A promoter-level mammalian expression atlas	Nature	10.1038/nature13182	FANTOM5 CAGE profiles of human and mouse samples	10.1038/sdata.2017.112	2017	8
Transcribed enhancers lead waves of coordinated transcription in transitioning mammalian cells	Science	10.1126/science.1259418	FANTOM5 CAGE profiles of human and mouse samples	10.1038/sdata.2017.112	2017	8
Parental influence on human germline de novo mutations in 1,548 trios from Iceland	Nature	10.1038/nature24018	Whole genome characterization of sequence diversity of 15,220 Icelanders	10.1038/sdata.2017.115	2017	9
GLISTRboost: Combining Multimodal MRI Segmentation, Registration, and Biophysical Tumor Growth Modeling with Gradient Boosting Machines for Glioma Segmentation	Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries	10.1007/978-3-319-30858-6_13	Advancing The Cancer Genome Atlas glioma MRI collections with expert segmentation labels and radiomic features	10.1038/sdata.2017.117	2017	9
Schistosome sex matters: a deep view into gonad-specific and pairing-dependent transcriptomes reveals a complex gender interplay	Scientific Reports	10.1038/srep31150	A gene expression atlas of adult Schistosoma mansoni and their gonads	10.1038/sdata.2017.118	2017	8
Climate science and famine early warning	Philosophical Transactions of the Royal Society B: Biological Sciences	10.1098/rstb.2005.1754	A land data assimilation system for sub-Saharan Africa food and water security applications	10.1038/sdata.2017.12	2017	2
Assessing mutant p53 in primary high-grade serous ovarian cancer using immunohistochemistry and massively parallel sequencing	Scientific Reports	10.1038/srep26191	Comprehensive analyses of somatic TP53 mutation in tumors with variable mutant allele frequency	10.1038/sdata.2017.120	2017	9
Quantitative Imaging Network: Data Sharing and Competitive AlgorithmValidation Leveraging The Cancer Imaging Archive	Translational Oncology	10.1593/tlo.13862	The public cancer radiology imaging collections of The Cancer Imaging Archive	10.1038/sdata.2017.124	2017	9
Crustal structure of Deception Island volcano fromPwave seismic tomography: Tectonic and volcanic implications	Journal of Geophysical Research	10.1029/2008JB006119	Database of multi-parametric geophysical data from the TOMO-DEC experiment on Deception Island, Antarctica	10.1038/sdata.2017.128	2017	9
Spatial distribution of intrinsic and scattering seismic attenuation in active volcanic islands – II: Deception Island images	Geophysical Journal International	10.1093/gji/ggt360	Database of multi-parametric geophysical data from the TOMO-DEC experiment on Deception Island, Antarctica	10.1038/sdata.2017.128	2017	9
The 3D Attenuation Structure of Deception Island (Antarctica)	Surveys in Geophysics	10.1007/s10712-015-9322-6	Database of multi-parametric geophysical data from the TOMO-DEC experiment on Deception Island, Antarctica	10.1038/sdata.2017.128	2017	9
Bathymetric constraints on the tectonic and volcanic evolution of Deception Island Volcano, South Shetland Islands	Antarctic Science	10.1017/S0954102008001673	Database of multi-parametric geophysical data from the TOMO-DEC experiment on Deception Island, Antarctica	10.1038/sdata.2017.128	2017	9
Quantitative analysis of seismic wave propagation anomalies in azimuth and apparent slowness at Deception Island volcano (Antarctica) using seismic arrays	Geophysical Journal International	10.1111/j.1365-246X.2010.04864.x	Database of multi-parametric geophysical data from the TOMO-DEC experiment on Deception Island, Antarctica	10.1038/sdata.2017.128	2017	9
Genome-wide in vivo screen identifies novel host regulators of metastatic colonization	Nature	10.1038/nature20792	Genome wide in vivo mouse screen data from studies to assess host regulation of metastatic colonisation	10.1038/sdata.2017.129	2017	9
Post-polyploidisation morphotype diversification associates with gene copy number variation	Scientific Reports	10.1038/srep41845	Targeted deep sequencing of flowering regulators in Brassica napus reveals extensive copy number variation	10.1038/sdata.2017.13	2017	3
Capturing sequence variation among flowering-time regulatory gene homologs in the allopolyploid crop species Brassica napus	Frontiers in Plant Science	10.3389/fpls.2014.00404	Targeted deep sequencing of flowering regulators in Brassica napus reveals extensive copy number variation	10.1038/sdata.2017.13	2017	3
Patterns of molecular variation in a species-wide germplasm set of Brassica napus	Theoretical and Applied Genetics	10.1007/s00122-011-1676-7	Targeted deep sequencing of flowering regulators in Brassica napus reveals extensive copy number variation	10.1038/sdata.2017.13	2017	3
High-throughput polymorphism detection and genotyping in Brassica napus using next-generation RAD sequencing	BMC Genomics	10.1186/1471-2164-13-281	Targeted deep sequencing of flowering regulators in Brassica napus reveals extensive copy number variation	10.1038/sdata.2017.13	2017	3
Seedling development in a Brassica napus diversity set and its relationship to agronomic performance	Theoretical and Applied Genetics	10.1007/s00122-012-1912-9	Targeted deep sequencing of flowering regulators in Brassica napus reveals extensive copy number variation	10.1038/sdata.2017.13	2017	3
Optogenetic Control of Heart Rhythm by Selective Stimulation of Cardiomyocytes Derived from Pnmt+ Cells in Murine Heart	Scientific Reports	10.1038/srep40687	Three-dimensional image reconstruction of distribution of Pnmt+ cell-derived cells in murine heart	10.1038/sdata.2017.134	2017	9
Mapping global cropland and field size	Global Change Biology	10.1111/gcb.12838	A global reference database of crowdsourced cropland data collected using the Geo-Wiki platform	10.1038/sdata.2017.136	2017	9
Integrating Crowdsourced Data with a Land Cover Product: A Bayesian Data Fusion Approach	Remote Sensing	10.3390/rs8070545	A global reference database of crowdsourced cropland data collected using the Geo-Wiki platform	10.1038/sdata.2017.136	2017	9
Image-based computational quantification and visualization of genetic alterations and tumour heterogeneity	Scientific Reports	10.1038/srep24146	A curated collection of tissue microarray images and clinical outcome data of prostate cancer patients	10.1038/sdata.2017.14	2017	3
Vocal learning in a social mammal: Demonstrated by isolation and playback experiments in bats	Science Advances	10.1126/sciadv.1500019	An annotated dataset of Egyptian fruit bat vocalizations across varying contexts and during vocal ontogeny	10.1038/sdata.2017.143	2017	10
On the frequency of the 2015 monsoon season drought in the Indo-Gangetic Plain	Geophysical Research Letters	10.1002/2016GL071407	High-resolution near real-time drought monitoring in South Asia	10.1038/sdata.2017.145	2017	10
Evolutionary genomics of the cold-adapted diatom Fragilariopsis cylindrus	Nature	10.1038/nature20803	Building a locally diploid genome and transcriptome of the diatom Fragilariopsis cylindrus	10.1038/sdata.2017.149	2017	10
Single-Cell Electrical Phenotyping Enabling the Classification of Mouse Tumor Samples	Scientific Reports	10.1038/srep19487	Specific membrane capacitance, cytoplasm conductivity and instantaneous Young’s modulus of single tumour cells	10.1038/sdata.2017.15	2017	2
Simultaneous Characterization of Instantaneous Young’s Modulus and Specific Membrane Capacitance of Single Cells Using a Microfluidic System	Sensors	10.3390/s150202763	Specific membrane capacitance, cytoplasm conductivity and instantaneous Young’s modulus of single tumour cells	10.1038/sdata.2017.15	2017	2
The Anti-Hiv Candidate Abx464 Dampens Intestinal Inflammation by Triggering Il-22 Production in Activated Macrophages	Scientific Reports	10.1038/s41598-017-04071-3	RNA sequencing analysis of activated macrophages treated with the anti-HIV ABX464 in intestinal inflammation	10.1038/sdata.2017.150	2017	10
High-Throughput Computational Screening of Perovskites for Thermochemical Water Splitting Applications	Chemistry of Materials	10.1021/acs.chemmater.6b01182	High-throughput DFT calculations of formation energy, stability and oxygen vacancy formation energy of ABO3 perovskites	10.1038/sdata.2017.153	2017	10
Network control principles predict neuron function in the Caenorhabditis elegans connectome	Nature	10.1038/nature24056	Recordings of Caenorhabditis elegans locomotor behaviour following targeted ablation of single motorneurons	10.1038/sdata.2017.156	2017	10
Microbial community dynamics in a seasonally anoxic fjord: Saanich Inlet, British Columbia	Environmental Microbiology	10.1111/j.1462-2920.2009.02058.x	A compendium of geochemical information from the Saanich Inlet water column	10.1038/sdata.2017.159	2017	10
Oceanography of Saanich Inlet in Vancouver Island, British Columbia	Journal of the Fisheries Research Board of Canada	10.1139/f62-001	A compendium of geochemical information from the Saanich Inlet water column	10.1038/sdata.2017.159	2017	10
Chlorofluorocarbon CFC-11 and carbon tetrachloride removal in Saanich Inlet, an intermittently anoxic basin	Marine Chemistry	10.1016/S0304-4203(99)00039-0	A compendium of geochemical information from the Saanich Inlet water column	10.1038/sdata.2017.159	2017	10
Diverse Marinimicrobia bacteria may mediate coupled biogeochemical cycles along eco-thermodynamic gradients	Nature Communications	10.1038/s41467-017-01376-9	A compendium of geochemical information from the Saanich Inlet water column	10.1038/sdata.2017.159	2017	10
Microbial community dynamics in a seasonally anoxic fjord: Saanich Inlet, British Columbia	Environmental Microbiology	10.1111/j.1462-2920.2009.02058.x	A compendium of multi-omic sequence information from the Saanich Inlet water column	10.1038/sdata.2017.160	2017	10
Diverse Marinimicrobia bacteria may mediate coupled biogeochemical cycles along eco-thermodynamic gradients	Nature Communications	10.1038/s41467-017-01376-9	A compendium of multi-omic sequence information from the Saanich Inlet water column	10.1038/sdata.2017.160	2017	10
Influenza C in Lancaster, UK, in the winter of 2014–2015	Scientific Reports	10.1038/srep46578	Nasopharyngeal metagenomic deep sequencing data, Lancaster, UK, 2014–2015	10.1038/sdata.2017.161	2017	10
Genome Sequence of Human Rhinovirus A22, Strain Lancaster/2015	Genome Announcements	10.1128/genomeA.01713-16	Nasopharyngeal metagenomic deep sequencing data, Lancaster, UK, 2014–2015	10.1038/sdata.2017.161	2017	10
Genome Sequence of Human Papillomavirus 23 Strain HPV-23/Lancaster/2015	Genome Announcements	10.1128/genomeA.00257-17	Nasopharyngeal metagenomic deep sequencing data, Lancaster, UK, 2014–2015	10.1038/sdata.2017.161	2017	10
Genome Sequence of Human Papillomavirus Type 20, Strain HPV-20/Lancaster/2015	Genome Announcements	10.1128/genomeA.00712-17	Nasopharyngeal metagenomic deep sequencing data, Lancaster, UK, 2014–2015	10.1038/sdata.2017.161	2017	10
A promoter-level mammalian expression atlas	Nature	10.1038/nature13182	Transcription start site profiling of 15 anatomical regions of the Macaca mulatta central nervous system	10.1038/sdata.2017.163	2017	10
Increased fat cell size: a major phenotype of subcutaneous white adipose tissue in non-obese individuals with type 2 diabetes	Diabetologia	10.1007/s00125-015-3810-6	The cell-type specific transcriptome in human adipose tissue and influence of obesity on adipocyte progenitors	10.1038/sdata.2017.164	2017	10
LXR is a negative regulator of glucose uptake in human adipocytes	Diabetologia	10.1007/s00125-013-2954-5	The cell-type specific transcriptome in human adipose tissue and influence of obesity on adipocyte progenitors	10.1038/sdata.2017.164	2017	10
Consistency between sun-induced chlorophyll fluorescence and gross primary production of vegetation in North America	Remote Sensing of Environment	10.1016/j.rse.2016.05.015	A global moderate resolution dataset of gross primary production of vegetation for 2000–2016	10.1038/sdata.2017.165	2017	10
Subtype and pathway specific responses to anticancer compounds in breast cancer	Proceedings of the National Academy of Sciences	10.1073/pnas.1018854108	Quantification of sensitivity and resistance of breast cancer cell lines to anti-cancer drugs using GR metrics	10.1038/sdata.2017.166	2017	11
Modeling precision treatment of breast cancer	Genome Biology	10.1186/gb-2013-14-10-r110	Quantification of sensitivity and resistance of breast cancer cell lines to anti-cancer drugs using GR metrics	10.1038/sdata.2017.166	2017	11
Measuring Cancer Drug Sensitivity and Resistance in Cultured Cells	Current Protocols in Chemical Biology	10.1002/cpch.21	Quantification of sensitivity and resistance of breast cancer cell lines to anti-cancer drugs using GR metrics	10.1038/sdata.2017.166	2017	11
The meteorological observations of Bento Sanches Dorta, Rio de Janeiro, Brazil: 1781–1788	Climatic Change	10.1007/s10584-012-0467-8	Early meteorological records from Latin-America and the Caribbean during the 18th and 19th centuries	10.1038/sdata.2017.169	2017	11
The first meteorological observations at a tropical high elevation site: Antisana, 1846	Journal of Mountain Science	10.1007/s11629-015-3795-0	Early meteorological records from Latin-America and the Caribbean during the 18th and 19th centuries	10.1038/sdata.2017.169	2017	11
An open science resource for establishing reliability and reproducibility in functional connectomics	Scientific Data	10.1038/sdata.2014.49	Longitudinal test-retest neuroimaging data from healthy young adults in southwest China	10.1038/sdata.2017.17	2017	2
Examining brain structures associated with perceived stress in a large sample of young adults via voxel-based morphometry	NeuroImage	10.1016/j.neuroimage.2014.01.044	Longitudinal test-retest neuroimaging data from healthy young adults in southwest China	10.1038/sdata.2017.17	2017	2
Brain structure links trait creativity to openness to experience	Social Cognitive and Affective Neuroscience	10.1093/scan/nsu041	Longitudinal test-retest neuroimaging data from healthy young adults in southwest China	10.1038/sdata.2017.17	2017	2
Assessment of trait anxiety and prediction of changes in state anxiety using functional brain imaging: A test–retest study	NeuroImage	10.1016/j.neuroimage.2016.03.024	Longitudinal test-retest neuroimaging data from healthy young adults in southwest China	10.1038/sdata.2017.17	2017	2
Increased resting functional connectivity of the medial prefrontal cortex in creativity by means of cognitive stimulation	Cortex	10.1016/j.cortex.2013.09.004	Longitudinal test-retest neuroimaging data from healthy young adults in southwest China	10.1038/sdata.2017.17	2017	2
Capturing tumor complexity in vitro: Comparative analysis of 2D and 3D tumor models for drug discovery	Scientific Reports	10.1038/srep28951	Protocols and characterization data for 2D, 3D, and slice-based tumor models from the PREDECT project	10.1038/sdata.2017.170	2017	11
Capturing complex tumour biology in vitro: histological and molecular characterisation of precision cut slices	Scientific Reports	10.1038/srep17187	Protocols and characterization data for 2D, 3D, and slice-based tumor models from the PREDECT project	10.1038/sdata.2017.170	2017	11
Scaling of transmission capacities in coarse-grained renewable electricity networks	EPL (Europhysics Letters)	10.1209/0295-5075/119/38004	RE-Europe, a large-scale dataset for modeling a highly renewable European electricity system	10.1038/sdata.2017.175	2017	11
Length-Based Assessment of Coral Reef Fish Populations in the Main and Northwestern Hawaiian Islands	PLOS ONE	10.1371/journal.pone.0133960	Long-term monitoring of coral reef fish assemblages in the Western central pacific	10.1038/sdata.2017.176	2017	12
Differences in Reef Fish Assemblages between Populated and Remote Reefs Spanning Multiple Archipelagos Across the Central and Western Pacific	Journal of Marine Biology	10.1155/2011/826234	Long-term monitoring of coral reef fish assemblages in the Western central pacific	10.1038/sdata.2017.176	2017	12
